,codigo,fec_nac,sexo,edo_civ,depto,fec_ing,fec_baj,jorn,puesto,cp,label,antig
683,7612,1972-11-28,FEMENINO,CASADO,79,2018-02-28,2018-03-07,1,0001,53580,0,7
684,7803,1992-04-01,FEMENINO,SOLTERO,45,2018-11-12,2018-12-12,1,0001,56530,0,30
685,4287,1966-11-11,FEMENINO,SOLTERO,04,2011-03-17,2018-09-04,1,0014,11270,0,2728
686,6427,1988-02-20,FEMENINO,SOLTERO,66,2015-07-13,2018-06-11,1,0038,50290,0,1064
687,7673,1987-12-04,FEMENINO,SOLTERO,07,2018-10-08,2018-11-20,1,0001,57940,0,43
688,7696,1982-07-17,FEMENINO,CASADO,52,2018-06-21,2018-08-13,1,0001,09769,0,53
689,7621,1990-05-29,FEMENINO,SOLTERO,05,2018-03-05,2018-03-09,1,0001,01530,0,4
691,7575,1998-01-10,MASCULINO,SOLTERO,05,2018-01-08,2018-08-26,1,0001,07199,0,230
692,7683,1996-08-16,MASCULINO,SOLTERO,80,2018-06-08,2018-06-29,1,0001,07550,0,21
693,7711,1976-09-07,MASCULINO,SOLTERO,81,2018-07-09,2018-07-16,1,0001,02700,0,7
694,7716,1995-07-30,MASCULINO,SOLTERO,50,2018-07-13,2018-07-20,1,0001,02459,0,7
695,7517,1978-08-27,FEMENINO,SOLTERO,83,2017-09-29,2018-01-16,1,0001,54040,0,109
696,5745,1967-08-03,FEMENINO,SOLTERO,45,2014-01-30,2018-08-06,1,0001,57200,0,1649
697,7746,1996-04-24,FEMENINO,SOLTERO,61,2018-08-27,2018-09-05,1,0001,52929,0,9
698,7617,1980-10-18,FEMENINO,SOLTERO,61,2018-03-05,2018-10-15,1,0001,54407,0,224
699,6884,1969-05-16,FEMENINO,SOLTERO,45,2016-07-01,2018-02-05,1,0001,57800,0,584
701,7760,1972-06-10,FEMENINO,CASADO,45,2018-09-18,2018-09-28,1,0001,57718,0,10
703,7660,1982-09-15,FEMENINO,CASADO,52,2018-05-07,2018-06-29,1,0001,13508,0,53
704,6849,1980-04-28,FEMENINO,SOLTERO,85,2016-03-14,2018-05-28,1,0001,50280,0,805
706,0881,1963-06-16,FEMENINO,SOLTERO,81,1993-01-28,2018-05-31,1,0001,02230,0,9254
708,6334,1974-03-28,MASCULINO,SOLTERO,11,2015-05-27,2018-02-22,1,509,09220,0,1002
709,7810,1992-05-28,MASCULINO,SOLTERO,85,2018-11-20,2018-12-24,1,0105,50168,0,34
710,7634,1975-05-09,MASCULINO,CASADO,52,2018-03-23,2018-06-29,1,265,08000,0,98
711,7700,1986-05-16,MASCULINO,SOLTERO,50,2018-06-21,2018-07-09,1,0001,07230,0,18
712,7784,1991-06-30,MASCULINO,CASADO,08,2018-10-10,2018-10-17,1,0174,56530,0,7
713,7782,1987-10-20,MASCULINO,SOLTERO,51,2018-10-10,2018-11-12,1,0001,07119,0,33
714,7627,1981-10-02,FEMENINO,SOLTERO,85,2018-03-16,2018-10-15,1,0001,50010,0,213
715,2413,1974-09-11,FEMENINO,SOLTERO,52,2018-01-05,2018-02-26,1,0016,09790,0,52
716,7698,1979-09-28,MASCULINO,SOLTERO,37,2018-06-21,2018-08-27,1,0001,54190,0,67
717,7820,1978-05-15,MASCULINO,SOLTERO,85,2018-12-03,2018-12-05,1,0003B,50160,0,2
718,7748,1995-04-21,FEMENINO,SOLTERO,80,2018-08-29,2018-11-12,1,0001,07199,0,75
720,3894,1969-08-25,MASCULINO,SOLTERO,61,2018-06-14,2018-07-30,1,0001,52910,0,46
721,7622,1999-02-17,FEMENINO,SOLTERO,84,2018-03-12,2018-03-28,1,0001,08600,0,16
722,7650,1987-11-11,FEMENINO,SOLTERO,81,2018-04-16,2018-05-24,1,0001,07070,0,38
723,7712,1977-09-17,FEMENINO,SOLTERO,52,2018-07-09,2018-10-01,1,0001,09960,0,84
724,7744,1991-11-18,FEMENINO,SOLTERO,50,2018-08-23,2018-10-15,1,0185,54090,0,53
726,7661,1999-02-07,FEMENINO,SOLTERO,82,2018-05-07,2018-06-11,1,0001,54920,0,35
728,7670,1995-07-04,MASCULINO,SOLTERO,05,2018-05-23,2018-06-01,1,0001,09240,0,9
729,7567,1996-08-08,MASCULINO,SOLTERO,25,2017-12-22,2018-03-09,1,0001,56250,0,77
732,7682,1970-02-19,MASCULINO,CASADO,50,2018-06-07,2018-06-15,1,0001,55310,0,8
733,7594,1986-05-04,MASCULINO,SOLTERO,81,2018-02-06,2018-02-12,1,0001,02120,0,6
734,7623,1992-10-24,MASCULINO,SOLTERO,83,2018-03-12,2018-03-13,1,0001,53640,0,1
737,7726,1991-02-01,MASCULINO,SOLTERO,61,2018-07-20,2018-07-30,1,0001,54477,0,10
738,7646,1993-09-15,MASCULINO,SOLTERO,84,2018-04-05,2018-04-11,1,0001,56356,0,6
739,7572,1998-01-06,MASCULINO,SOLTERO,74,2018-01-05,2018-01-11,1,0001,09780,0,6
745,7816,1985-01-19,FEMENINO,SOLTERO,56,2018-11-28,2018-12-13,1,0001,01270,0,15
747,7615,1996-05-01,MASCULINO,SOLTERO,03,2018-03-01,2018-03-07,1,0001,01800,0,6
748,7616,1969-08-27,FEMENINO,CASADO,05,2018-03-05,2018-06-25,1,0001,09230,0,112
751,7657,1998-12-05,MASCULINO,SOLTERO,81,2018-04-23,2018-05-14,1,0001,02500,0,21
755,7656,1971-12-25,FEMENINO,CASADO,60,2018-04-25,2018-05-10,1,0001,55749,0,15
756,7625,1982-07-11,FEMENINO,SOLTERO,45,2018-03-14,2018-03-22,1,0001,56507,0,8
759,7678,1997-08-24,FEMENINO,SOLTERO,74,2018-05-28,2018-12-05,1,0001,01410,0,191
760,7571,1979-07-30,MASCULINO,SOLTERO,52,2018-01-05,2018-04-02,1,0001,09780,0,87
761,7285,1992-04-30,MASCULINO,SOLTERO,76,2018-06-05,2018-06-11,1,0001,56585,0,6
764,7695,1999-08-17,FEMENINO,SOLTERO,74,2018-06-18,2018-09-10,1,0001,15600,0,84
766,7733,1975-07-02,FEMENINO,SOLTERO,45,2018-08-08,2018-08-27,1,0001,57150,0,19
767,7825,1997-06-02,FEMENINO,SOLTERO,68,2018-12-06,2018-12-17,1,0001,08400,0,11
770,7245,1996-11-06,MASCULINO,SOLTERO,76,2017-01-30,2018-05-28,1,0001,56620,0,483
777,7680,1990-10-14,FEMENINO,CASADO,82,2018-06-05,2018-06-18,1,0001,54943,0,13
780,6658,1982-07-03,FEMENINO,SOLTERO,66,2018-01-19,2018-09-21,1,0102,50903,0,245
781,4458,1978-02-14,FEMENINO,VIUDO,80,2017-04-19,2018-09-24,1,243,55717,0,523
782,7619,1994-03-15,FEMENINO,SOLTERO,25,2018-03-07,2018-07-23,1,0001,56516,0,138
783,7522,1981-12-23,FEMENINO,SOLTERO,82,2017-10-06,2018-03-05,1,0001,54945,0,150
784,7647,1973-11-16,FEMENINO,CASADO,51,2018-04-05,2018-12-03,1,0001,02650,0,242
785,6791,1994-02-10,FEMENINO,SOLTERO,05,2018-05-07,2018-07-02,1,0002,57820,0,56
786,7574,1970-12-13,FEMENINO,SOLTERO,04,2018-01-08,2018-06-04,1,0001,54000,0,147
788,7417,1976-01-07,FEMENINO,CASADO,85,2017-06-29,2018-02-23,1,0001,50010,0,239
789,7583,1988-10-15,FEMENINO,SOLTERO,56,2018-01-15,2018-04-16,1,0001,01130,0,91
790,7601,1977-01-07,FEMENINO,SOLTERO,80,2018-02-15,2018-05-28,1,0001,07119,0,102
792,7635,1991-04-03,MASCULINO,CASADO,11,2018-03-20,2018-04-20,1,0011,08650,0,31
793,7692,1983-03-06,MASCULINO,SOLTERO,50,2018-06-14,2018-07-09,1,0001,02630,0,25
794,7239,1990-05-10,MASCULINO,SOLTERO,74,2017-01-20,2018-04-17,1,0001,13360,0,452
796,7722,1995-07-20,MASCULINO,SOLTERO,05,2018-07-18,2018-07-19,1,0001,13310,0,1
799,7609,1981-08-02,FEMENINO,SOLTERO,45,2018-02-26,2018-02-28,1,0001,07880,0,2
800,7400,1972-06-14,FEMENINO,SOLTERO,04,2017-06-12,2018-01-17,1,0001,54413,0,219
801,3218,1973-01-10,FEMENINO,SOLTERO,52,2008-10-20,2018-05-22,1,0002,56363,0,3501
804,0445,1960-02-17,FEMENINO,SOLTERO,03,2016-05-24,2018-04-20,1,262,53717,0,696
805,7727,1967-01-10,FEMENINO,SOLTERO,50,2018-07-20,2018-07-30,1,0001,54180,0,10
806,5901,1960-09-01,FEMENINO,SOLTERO,04,2014-08-04,2018-03-27,1,0001,53000,0,1331
812,7807,1975-01-16,FEMENINO,CASADO,56,2018-11-15,2018-11-26,1,0001,01130,0,11
813,7710,1971-11-14,MASCULINO,SOLTERO,85,2018-07-09,2018-07-10,1,0001,50010,0,1
814,4647,1973-08-20,FEMENINO,VIUDO,51,2018-08-03,2018-08-13,1,0001,54170,0,10
815,7654,1965-08-17,FEMENINO,CASADO,04,2018-04-23,2018-04-30,1,0001,53428,0,7
817,7569,1978-09-08,FEMENINO,SOLTERO,52,2017-12-29,2018-01-08,1,0001,09910,0,10
818,7555,1961-05-17,FEMENINO,SOLTERO,37,2018-08-09,2018-08-20,1,0001,57000,0,11
819,0116,1966-04-11,FEMENINO,SOLTERO,04,2004-04-15,2018-02-26,1,442,54927,0,5065
820,5506,1973-01-24,FEMENINO,SOLTERO,05,2013-07-11,2018-12-24,1,0014,15520,0,1992
821,7167,1988-08-19,FEMENINO,SOLTERO,05,2016-11-15,2018-02-06,1,0001,09200,0,448
825,7457,1972-02-11,FEMENINO,CASADO,82,2017-07-26,2018-04-20,1,0001,52919,0,268
826,5168,1973-11-06,FEMENINO,SOLTERO,81,2012-09-10,2018-01-08,1,0001,55765,0,1946
828,7665,1973-07-27,FEMENINO,SOLTERO,37,2018-05-16,2018-05-24,1,0001,07780,0,8
829,7628,1981-07-12,FEMENINO,SOLTERO,85,2018-03-16,2018-03-19,1,0001,50010,0,3
832,7489,1968-10-21,FEMENINO,CASADO,52,2017-08-25,2018-03-05,1,0001,09790,0,192
834,7599,1965-02-02,FEMENINO,SOLTERO,07,2018-02-13,2018-02-15,1,0001,56566,0,2
835,7554,1992-10-09,FEMENINO,SOLTERO,56,2017-12-05,2018-04-02,1,0001,01160,0,118
836,7608,1975-07-30,FEMENINO,SOLTERO,79,2018-02-23,2018-03-12,1,0001,53426,0,17
837,4914,1976-01-29,FEMENINO,SOLTERO,51,2018-01-09,2018-03-07,1,0001,54189,0,57
838,7749,1983-11-29,FEMENINO,SOLTERO,37,2018-09-03,2018-09-07,1,0001,02010,0,4
839,6349,1975-02-05,FEMENINO,SOLTERO,76,2015-06-08,2018-07-31,1,0001,56606,0,1149
840,7484,1982-10-07,FEMENINO,SOLTERO,85,2017-08-22,2018-06-29,1,0001,50010,0,311
841,7592,1996-08-03,FEMENINO,SOLTERO,74,2018-01-31,2018-04-30,1,0001,01800,0,89
843,7314,1962-08-21,FEMENINO,SOLTERO,04,2017-03-14,2018-01-02,1,0001,54130,0,294
845,7693,1969-03-01,FEMENINO,SOLTERO,52,2018-06-14,2018-11-15,1,0001,09969,0,154
847,7492,1968-05-14,FEMENINO,VIUDO,74,2017-08-28,2018-01-08,1,0001,08500,0,133
848,7578,1998-10-06,FEMENINO,SOLTERO,52,2018-01-09,2018-01-17,1,0001,09780,0,8
849,7687,1967-02-27,FEMENINO,SOLTERO,50,2018-06-11,2018-07-23,1,0001,54170,0,42
851,7610,1978-12-11,FEMENINO,CASADO,52,2018-02-26,2018-06-05,1,0001,09780,0,99
853,7705,1975-01-10,FEMENINO,SOLTERO,82,2018-06-28,2018-08-20,1,0001,54030,0,53
854,7763,1973-09-07,FEMENINO,CASADO,05,2018-09-19,2018-10-01,1,0001,08700,0,12
855,7751,1965-12-13,FEMENINO,SOLTERO,07,2018-09-04,2018-10-01,1,0001,09620,0,27
856,7730,1958-12-12,FEMENINO,SOLTERO,81,2018-07-30,2018-10-01,1,0001,02200,0,63
857,7412,1995-12-15,FEMENINO,SOLTERO,81,2018-08-13,2018-08-27,1,0001,07600,0,14
858,7596,1983-07-12,FEMENINO,CASADO,11,2018-02-08,2018-02-22,1,0001,56585,0,14
860,6944,1964-08-25,FEMENINO,SOLTERO,85,2016-05-16,2018-06-07,1,0178,05090,0,752
861,5737,1983-11-03,FEMENINO,SOLTERO,85,2018-01-17,2018-03-12,1,0001,50290,0,54
862,7728,1978-09-17,FEMENINO,SOLTERO,45,2018-07-23,2018-09-24,1,0001,15300,0,63
863,7686,1974-12-08,FEMENINO,SOLTERO,85,2018-06-08,2018-09-10,1,0001,50010,0,94
864,5902,1971-11-23,FEMENINO,SOLTERO,06,2014-08-04,2018-09-24,1,331,09359,0,1512
872,7736,1998-06-07,FEMENINO,SOLTERO,61,2018-08-10,2018-08-20,1,0001,52947,0,10
873,7356,1974-10-04,FEMENINO,CASADO,07,2017-04-26,2018-01-15,1,0001,09300,0,264
876,7590,1965-12-22,FEMENINO,CASADO,03,2018-01-25,2018-02-14,1,0001,01759,0,20
878,7645,1994-02-28,FEMENINO,SOLTERO,52,2018-04-02,2018-06-18,1,0001,09750,0,77
879,6985,1987-12-30,FEMENINO,SOLTERO,86,2016-06-13,2018-12-18,1,0075,50200,0,918
880,6831,1969-05-09,FEMENINO,SOLTERO,80,2016-02-23,2018-03-20,1,0001,07620,0,756
882,7725,1992-07-14,MASCULINO,SOLTERO,05,2018-07-19,2018-07-20,1,0001,08800,0,1
883,7794,1961-03-21,FEMENINO,CASADO,59,2018-10-25,2018-10-31,1,0001,56150,0,6
885,7757,1989-01-16,FEMENINO,SOLTERO,25,2018-09-07,2018-11-15,1,0001,56430,0,69
889,7376,1983-10-17,FEMENINO,CASADO,54,2017-05-19,2018-12-03,1,0003A,54870,0,563
890,3217,2009-11-25,FEMENINO,CASADO,50,2018-06-20,2018-09-11,1,0180,55270,0,83
891,7212,1971-10-26,FEMENINO,SOLTERO,54,2017-01-06,2018-09-10,1,0001,54850,0,612
895,7620,1983-12-12,FEMENINO,SOLTERO,68,2018-03-07,2018-06-05,1,0001,09208,0,90
896,7675,1971-10-16,FEMENINO,SOLTERO,85,2018-05-21,2018-08-28,1,0001,50020,0,99
898,7651,1992-10-21,MASCULINO,SOLTERO,08,2018-04-19,2018-04-26,1,0001,56334,0,7
899,5568,1994-08-15,MASCULINO,SOLTERO,50,2018-07-25,2018-08-13,1,0001,07119,0,19
902,7630,1996-11-01,FEMENINO,SOLTERO,74,2018-03-20,2018-04-09,1,0001,09960,0,20
903,7724,1997-12-05,FEMENINO,SOLTERO,05,2018-07-19,2018-07-20,1,0001,08000,0,1
905,7829,1992-09-21,MASCULINO,CASADO,85,2018-12-11,2018-12-12,1,0003B,50040,0,1
907,7772,1981-06-21,FEMENINO,SOLTERO,45,2018-09-28,2018-10-17,1,0001,56440,0,19
908,7243,1991-06-09,FEMENINO,SOLTERO,37,2017-01-25,2018-07-23,1,0001,55540,0,544
909,7467,1995-06-25,FEMENINO,SOLTERO,66,2017-08-01,2018-01-22,1,0001,50205,0,174
910,7720,1976-10-07,FEMENINO,CASADO,50,2018-07-17,2018-08-13,1,0001,07360,0,27
911,7591,1997-08-10,FEMENINO,SOLTERO,84,2018-01-26,2018-03-12,1,0001,08030,0,45
912,5247,1960-08-27,MASCULINO,CASADO,50,2018-06-11,2018-06-29,1,0001,07918,0,18
913,7397,1992-11-14,MASCULINO,SOLTERO,66,2017-06-12,2018-09-24,1,0001,50010,0,469
914,7679,1994-01-14,FEMENINO,CASADO,81,2018-05-31,2018-07-11,1,0001,07560,0,41
916,7556,1990-06-17,FEMENINO,SOLTERO,85,2017-12-07,2018-01-15,1,0001,50290,0,39
917,7732,1985-02-02,FEMENINO,CASADO,59,2018-08-03,2018-09-04,1,0001,56208,0,32
918,7570,1995-09-20,FEMENINO,SOLTERO,11,2018-01-05,2018-01-08,1,0001,09209,0,3
919,7787,1993-08-14,FEMENINO,SOLTERO,59,2018-10-17,2018-12-05,1,0001,56208,0,49
922,7585,1987-03-06,FEMENINO,SOLTERO,11,2018-01-15,2018-01-17,1,0001,15300,0,2
923,7595,1991-01-18,FEMENINO,SOLTERO,82,2018-02-06,2018-08-27,1,0001,54010,0,202
925,7830,2018-12-20,FEMENINO,SOLTERO,85,2018-12-11,2018-12-17,1,0003B,50170,0,6
928,7672,1978-05-24,FEMENINO,SOLTERO,82,2018-05-24,2018-06-04,1,0001,54416,0,11
931,7790,1988-07-26,MASCULINO,SOLTERO,66,2018-10-18,2018-10-29,1,0018,52080,0,11
932,7557,1971-03-18,MASCULINO,SOLTERO,85,2017-12-07,2018-02-12,1,0001,50010,0,67
933,7713,1991-06-09,FEMENINO,SOLTERO,05,2018-07-12,2018-07-23,1,0001,09220,0,11
934,7721,1993-11-28,MASCULINO,SOLTERO,37,2018-07-18,2018-07-20,1,0001,02120,0,2
935,7190,1976-03-04,FEMENINO,SOLTERO,80,2016-12-07,2018-10-01,1,0001,54092,0,663
936,7642,1999-11-09,MASCULINO,SOLTERO,52,2018-06-27,2018-08-27,1,0001,04260,0,61
937,7689,2000-08-10,MASCULINO,SOLTERO,05,2018-06-12,2018-06-25,1,0001,06800,0,13
938,7280,1980-01-12,FEMENINO,SOLTERO,05,2017-02-23,2018-03-07,1,0001,13430,0,377
939,7745,1996-07-03,FEMENINO,SOLTERO,51,2018-08-23,2018-10-01,1,0001,02010,0,39
943,6356,1967-05-10,FEMENINO,SOLTERO,83,2018-03-16,2018-03-19,1,0001,54140,0,3
946,7667,1979-08-16,FEMENINO,SOLTERO,45,2018-05-18,2018-09-10,1,0001,56386,0,115
947,7691,1973-03-23,FEMENINO,SOLTERO,05,2018-06-13,2018-08-06,1,0001,09220,0,54
951,7272,1991-09-18,FEMENINO,SOLTERO,82,2017-02-21,2018-02-09,1,0001,54030,0,353
953,7613,1977-07-27,MASCULINO,CASADO,83,2018-03-01,2018-06-18,1,0001,53660,0,109
955,3960,1965-04-18,MASCULINO,CASADO,11,2013-09-09,2018-06-18,1,0177,09060,0,1743
956,2233,1961-07-31,FEMENINO,CASADO,51,2004-11-15,2018-06-13,1,0034,54700,0,4958
957,7584,1991-04-29,FEMENINO,SOLTERO,74,2018-01-15,2018-05-14,1,0001,13360,0,119
959,7709,1979-03-09,FEMENINO,SOLTERO,57,2018-07-06,2018-07-16,1,0001,55748,0,10
960,7707,1969-09-02,FEMENINO,CASADO,83,2018-07-02,2018-09-07,1,0001,54020,0,67
964,7771,1986-05-16,MASCULINO,SOLTERO,50,2018-09-26,2018-10-29,1,0001,54180,0,33
966,7789,1989-07-22,FEMENINO,SOLTERO,68,2018-10-18,2018-10-22,1,0001,08020,0,4
967,7788,1981-03-29,MASCULINO,SOLTERO,50,2018-10-18,2018-11-05,1,0185,07640,0,18
969,7523,1969-08-23,FEMENINO,SOLTERO,52,2017-10-09,2018-02-05,1,0001,09800,0,119
971,6918,1988-10-07,FEMENINO,SOLTERO,87,2018-03-16,2018-12-24,1,0001,50260,0,283
973,7605,1983-11-28,FEMENINO,SOLTERO,52,2018-02-22,2018-04-09,1,0001,09960,0,46
974,7518,1987-01-11,FEMENINO,SOLTERO,81,2017-09-29,2018-01-17,1,0001,55490,0,110
975,7453,1978-03-28,FEMENINO,SOLTERO,66,2017-07-21,2018-01-30,1,0001,50290,0,193
977,7483,1997-06-22,FEMENINO,SOLTERO,04,2017-08-18,2018-01-04,1,0001,52927,0,139
978,7244,1976-07-30,FEMENINO,SOLTERO,45,2017-01-26,2018-01-15,1,0001,57130,0,354
979,6505,1974-04-17,MASCULINO,CASADO,80,2018-09-27,2018-11-30,1,0014,07420,0,64
980,7769,1994-02-12,MASCULINO,SOLTERO,66,2018-09-25,2018-10-31,1,0104,52140,0,36
981,7653,1994-03-27,MASCULINO,SOLTERO,52,2018-04-19,2018-05-21,1,0016,13319,0,32
982,7809,1983-04-06,MASCULINO,CASADO,86,2018-11-22,2018-12-17,1,0120,50260,0,25
983,7785,1975-02-04,MASCULINO,SOLTERO,83,2018-10-15,2018-10-31,1,0019,53760,0,16
984,5905,1970-02-15,FEMENINO,SOLTERO,52,2014-08-07,2018-07-30,1,0018,09760,0,1453
985,7638,1966-04-08,FEMENINO,VIUDO,07,2018-03-27,2018-08-30,1,0001,56420,0,156
986,7462,1981-01-21,FEMENINO,CASADO,85,2017-07-27,2018-05-14,1,0001,50039,0,291
988,7626,1966-10-22,FEMENINO,SOLTERO,85,2018-03-16,2018-06-04,1,0001,50900,0,80
990,2451,1966-06-27,FEMENINO,CASADO,11,2005-09-12,2018-08-06,1,0001,15520,0,4711
992,7808,1971-07-13,FEMENINO,CASADO,50,2018-11-21,2018-12-03,1,0001,07970,0,12
993,7438,1966-05-09,FEMENINO,SOLTERO,85,2017-07-10,2018-01-15,1,0001,50160,0,189
994,7231,1984-01-28,FEMENINO,SOLTERO,72,2018-05-09,2018-07-16,1,0001,57840,0,68
997,7738,1969-10-01,FEMENINO,SOLTERO,50,2018-08-17,2018-08-20,1,0001,55710,0,3
998,7658,1983-07-22,MASCULINO,SOLTERO,45,2018-05-03,2018-08-13,1,0001,57830,0,102
999,5671,1968-11-15,FEMENINO,SOLTERO,85,2013-12-21,2018-07-02,1,366,50290,0,1654
1000,7703,1995-08-23,MASCULINO,SOLTERO,05,2018-07-09,2018-07-20,1,0001,09230,0,11
1003,7496,1995-05-06,FEMENINO,SOLTERO,85,2017-09-07,2018-01-03,1,0001,50904,0,118
1004,7648,1994-08-19,FEMENINO,SOLTERO,81,2018-04-09,2018-04-18,1,0001,54090,0,9
1006,7637,1995-04-19,FEMENINO,SOLTERO,80,2018-03-26,2018-05-28,1,0001,07850,0,63
1007,7729,1971-09-30,FEMENINO,SOLTERO,05,2018-07-25,2018-08-13,1,0001,57820,0,19
1008,6567,1980-12-01,FEMENINO,SOLTERO,66,2015-09-15,2018-09-04,1,0001,50010,0,1085
1010,7597,1963-07-28,MASCULINO,SOLTERO,08,2018-02-12,2018-02-16,1,0001,15660,0,4
1011,7577,1970-05-01,MASCULINO,SOLTERO,74,2018-01-09,2018-02-12,1,0001,01480,0,34
1012,7831,1999-05-27,FEMENINO,SOLTERO,86,2018-12-11,2018-12-24,1,0003B,52145,0,13
1016,7781,1968-06-01,FEMENINO,SOLTERO,37,2018-10-10,2018-10-22,1,0001,02750,0,12
1022,7543,1989-06-21,FEMENINO,SOLTERO,60,2017-11-08,2018-01-04,1,0001,55066,0,57
